UNHAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,RACE,TRAUMA1,MARITAL
0,72,0,98,8,2,1,1,2
0,66,0,6,7,2,1,2,1
0,60,4,0,10,2,2,-1,2
0,55,1,0,13,2,1,1,1
0,54,1,18,16,2,1,0,1
0,30,3,5,11,1,2,1,5
0,49,1,16,12,1,1,-1,1
0,44,1,18,18,1,2,0,1
0,51,0,9,6,1,2,9,3
0,21,2,0,12,2,2,1,5
0,35,3,0,13,2,2,1,5
0,22,1,0,11,2,1,-1,3
0,60,3,11,12,1,1,-1,1
0,36,0,0,10,2,2,0,1
0,30,0,8,11,2,1,0,1
0,52,2,4,8,1,2,0,1
0,41,1,19,12,1,2,1,1
0,39,2,0,12,2,2,-1,1
0,30,2,14,12,2,1,0,3
0,31,0,11,14,2,1,2,1
0,61,1,19,12,1,1,-1,1
0,42,3,10,12,2,1,-1,1
0,53,0,0,12,2,1,0,1
0,23,1,6,16,2,1,-1,5
0,23,1,8,15,1,1,-1,5
0,37,3,18,16,1,1,0,1
0,47,2,16,12,1,1,0,1
0,40,0,12,16,2,1,0,1
0,69,0,0,12,2,1,0,1
0,75,3,5,8,1,1,-1,5
0,69,0,0,12,2,1,0,3
0,82,4,0,0,1,2,1,5
0,26,1,10,17,2,1,-1,1
0,33,0,6,12,2,1,3,3
1,22,0,0,8,2,1,3,1
0,29,0,8,13,1,2,1,5
0,42,1,98,11,2,1,0,1
0,44,2,9,12,2,1,1,3
1,38,3,0,12,2,1,1,1
0,37,4,99,10,1,1,-1,5
0,26,1,12,12,1,1,-1,1
0,66,2,0,12,1,1,9,1
0,82,4,0,16,2,1,0,2
0,30,2,0,12,2,2,-1,3
1,61,4,0,5,2,1,2,4
0,50,1,15,12,1,1,-1,5
1,67,2,0,8,1,1,-1,3
0,82,0,0,6,1,1,0,1
0,23,2,0,15,2,1,1,5
0,47,0,14,12,2,1,0,1
0,58,2,18,18,1,1,-1,1
0,21,1,0,11,2,1,1,5
0,29,0,4,13,2,1,1,1
0,19,0,0,11,1,1,0,5
1,65,4,0,12,2,1,1,2
0,23,0,0,16,2,1,0,5
0,55,2,10,13,2,1,0,1
0,62,2,0,11,2,1,-1,2
0,25,1,13,17,2,1,9,3
0,69,0,0,13,1,3,1,2
0,71,1,0,17,2,1,0,2
0,86,0,0,12,1,1,1,1
0,33,1,14,17,1,1,0,1
0,41,2,17,14,2,1,-1,3
0,28,1,0,12,1,1,-1,1
0,76,2,0,12,1,1,-1,1
0,19,2,0,11,1,1,0,5
0,70,2,0,13,1,1,-1,1
0,46,0,4,14,2,1,1,1
0,24,0,99,16,1,1,0,5
0,86,0,0,12,2,1,2,2
1,23,3,1,10,2,1,-1,1
0,24,0,0,12,2,1,0,5
0,38,0,13,15,2,1,0,1
0,31,1,0,17,2,1,0,1
0,48,2,15,12,2,1,0,1
0,29,0,0,13,2,1,0,1
0,47,0,15,12,2,1,9,3
0,28,2,18,17,1,1,-1,1
0,28,1,16,16,1,2,0,1
0,53,1,18,20,1,1,-1,5
0,35,2,18,17,1,1,0,1
0,25,1,14,16,1,1,0,1
0,30,0,0,18,2,1,0,1
